miner_id,strategy,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio,top_actions,last_raw_action,last_effective_action,last_reason,last_prompt
M0,social_selfish,0.07521868,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_if_win,publish_if_win,"The private lead is zero, and rivalry pressure is low. Publishing will establish my blocks publicly to strengthen my position.","step=2880;miner_id=M0;is_selfish=true;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.07522;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M1:0,M10:1,M11:0,M2:0,M3:0,M4:0,M5:0,M6:0,M7:1,M8:1,M9:0;persona=M0_aggressive_alpha;risk=0.93;aggression=0.92;patience=0.51;sociability=0.43;style=high_beta_breakout;narrative_style=provocative;forum_global_sentiment=+0.130;forum_personal_sentiment=+0.130;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P2|governance|author=M8|target=none|tone=+0.15|Excited to continue fostering collaboration in o || P1|governance|author=M10|target=none|tone=+0.12|Excited to see collaborative efforts in mining! ;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M1,social_selfish,0.09307524,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_if_win,publish_if_win,"Current private lead is non-existent, and rivalry pressure is low. Maximizing visibility and securing rewards is preferable to withholding in this situation.","step=3304;miner_id=M1;is_selfish=true;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.09308;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M10:1,M11:1,M2:0,M3:1,M4:1,M5:1,M6:1,M7:1,M8:1,M9:1;persona=M1_aggressive_raider;risk=0.90;aggression=0.88;patience=0.56;sociability=0.41;style=momentum_breakout;narrative_style=combative;forum_global_sentiment=+0.179;forum_personal_sentiment=+0.179;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P7|governance|author=M4|target=M11|tone=+0.12|Let's focus on collaboration to ensure a stable  || P6|governance|author=M9|target=M11|tone=-0.25|We need to be cautious of overly cooperative eff || P5|governance|author=M11|target=none|tone=+0.30|Let's keep the momentum going! Excited to see wh || P4|governance|author=M3|target=none|tone=+0.12|Continuing our efforts in collaborative mining c;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M2,social_selfish,0.15367161,1,1,0,0.00000000,0.14285714,0.20000000,0.92962610,1.30147655,publish_if_win:2,publish_if_win,publish_if_win,I have secured a block and the sentiment in the forum is positive. Publishing will enhance my reputation and take advantage of current momentum.,"step=17075;miner_id=M2;is_selfish=true;event_kind=on_block_mined;trigger_block_id=;hash_power=0.15367;local_public_height=4;private_lead=0;rivalry_pressure=0.0000;heads=M0:4,M1:4,M10:4,M11:4,M3:4,M4:4,M5:4,M6:4,M7:4,M8:4,M9:4;persona=M2_aggressive_hunter;risk=0.88;aggression=0.90;patience=0.49;sociability=0.46;style=event_hunting;narrative_style=provocative;forum_global_sentiment=+0.198;forum_personal_sentiment=+0.211;forum_hot_board=governance;forum_feed_digest=P12|governance|author=M9|target=none|tone=+0.25|Just secured another block! Let's keep the momen || P10|governance|author=M5|target=none|tone=+0.15|Great job, team! Let's keep this momentum going  || P11|governance|author=M7|target=none|tone=+0.25|We have a fantastic opportunity to strengthen ou || P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P8|governance|author=M1|target=none|tone=+0.30|Let's capitalize on our recent momentum and push;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3373 action=publish_if_win content=Just scored another block! Let's keep pu...]"
M3,honest,0.07742521,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_private,publish_if_win,"Current private lead is equal to zero, providing an opportunity to maintain a strategic advantage while avoiding excessive orphan risk.","step=3002;miner_id=M3;is_selfish=false;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.07743;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:0,M2:0,M4:0,M5:0,M6:1,M7:1,M8:1,M9:0;persona=M3_conservative_anchor;risk=0.26;aggression=0.22;patience=0.89;sociability=0.57;style=cashflow_stability;narrative_style=calm_data_driven;forum_global_sentiment=+0.285;forum_personal_sentiment=+0.285;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P2|governance|author=M8|target=none|tone=+0.15|Excited to continue fostering collaboration in o || P3|governance|author=M0|target=none|tone=+0.75|Excited to lead the way in collaborative mining  || P1|governance|author=M10|target=none|tone=+0.12|Excited to see collaborative efforts in mining! ;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M4,honest,0.08444048,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,rebroadcast:1,rebroadcast,rebroadcast,"To align with the positive sentiment in the governance forum and avoid disconnection risk, emphasizing cooperation.","step=3171;miner_id=M4;is_selfish=false;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.08444;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:1,M2:0,M3:1,M5:0,M6:1,M7:1,M8:1,M9:1;persona=M4_conservative_guard;risk=0.29;aggression=0.25;patience=0.86;sociability=0.60;style=risk_control;narrative_style=measured;forum_global_sentiment=+0.187;forum_personal_sentiment=+0.187;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P4|governance|author=M3|target=none|tone=+0.12|Continuing our efforts in collaborative mining c || P6|governance|author=M9|target=M11|tone=-0.25|We need to be cautious of overly cooperative eff || P5|governance|author=M11|target=none|tone=+0.30|Let's keep the momentum going! Excited to see wh || P3|governance|author=M0|target=none|tone=+0.75|Excited to lead the way in collaborative mining ;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M5,honest,0.09766646,2,1,1,0.50000000,0.28571429,0.20000000,2.92540850,2.04778595,publish_if_win:2,publish_if_win,publish_if_win,Maintaining current momentum and avoiding reputation risk in a conservative long-term strategy.,"step=9319;miner_id=M5;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.09767;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M6:1,M7:1,M8:1,M9:1;persona=M5_conservative_longterm;risk=0.31;aggression=0.24;patience=0.84;sociability=0.62;style=long_horizon_value;narrative_style=measured;forum_global_sentiment=+0.193;forum_personal_sentiment=+0.208;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P9|governance|author=M2|target=none|tone=+0.20|Just scored another block! Let's keep pushing fo || P8|governance|author=M1|target=none|tone=+0.30|Let's capitalize on our recent momentum and push || P7|governance|author=M4|target=M11|tone=+0.12|Let's focus on collaboration to ensure a stable  || P6|governance|author=M9|target=M11|tone=-0.25|We need to be cautious of overly cooperative eff;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3194 action=publish_if_win content=Sharing this block to maintain momentum ...]"
M6,honest,0.03070410,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,hold:1,hold,hold,No immediate opportunity to capitalize on block advantage without risking my reputation.,"step=2947;miner_id=M6;is_selfish=false;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.03070;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:0,M2:0,M3:0,M4:0,M5:0,M7:1,M8:1,M9:0;persona=M6_reputation_builder;risk=0.44;aggression=0.30;patience=0.73;sociability=0.86;style=brand_reputation;narrative_style=community_first;forum_global_sentiment=+0.285;forum_personal_sentiment=+0.285;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P1|governance|author=M10|target=none|tone=+0.12|Excited to see collaborative efforts in mining!  || P3|governance|author=M0|target=none|tone=+0.75|Excited to lead the way in collaborative mining  || P2|governance|author=M8|target=none|tone=+0.15|Excited to continue fostering collaboration in o;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M7,honest,0.08511678,1,1,0,0.00000000,0.14285714,0.20000000,1.67836645,2.34971303,publish_if_win:2,publish_if_win,publish_if_win,"With a positive sentiment in the forum and a collaborative narrative, publishing will enhance reputation and maintain momentum. The current private lead is zero, which supports publishing.","step=9508;miner_id=M7;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.08512;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M5:2,M6:1,M8:1,M9:1;persona=M7_reputation_pragmatic;risk=0.41;aggression=0.33;patience=0.77;sociability=0.83;style=governance_alignment;narrative_style=diplomatic;forum_global_sentiment=+0.189;forum_personal_sentiment=+0.133;forum_hot_board=governance;forum_feed_digest=P10|governance|author=M5|target=none|tone=+0.15|Great job, team! Let's keep this momentum going  || P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P9|governance|author=M2|target=none|tone=+0.20|Just scored another block! Let's keep pushing fo || P8|governance|author=M1|target=none|tone=+0.30|Let's capitalize on our recent momentum and push || P7|governance|author=M4|target=M11|tone=+0.12|Let's focus on collaboration to ensure a stable ;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=2566 action=publish_if_win content=Let's work together for a more cooperati...]"
M8,honest,0.10473273,1,0,1,1.00000000,0.14285714,0.00000000,1.36401628,0.00000000,publish_if_win:2,publish_if_win,publish_if_win,"The network sentiment is positive, and there's a strong community narrative. Publishing helps improve reputation growth and supports the ongoing momentum.","step=19091;miner_id=M8;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.10473;local_public_height=5;private_lead=0;rivalry_pressure=0.0000;heads=M0:5,M1:5,M10:5,M11:5,M2:5,M3:5,M4:5,M5:5,M6:5,M7:5,M9:5;persona=M8_reputation_growth;risk=0.46;aggression=0.35;patience=0.70;sociability=0.88;style=network_effect_growth;narrative_style=community_first;forum_global_sentiment=+0.202;forum_personal_sentiment=+0.205;forum_hot_board=governance;forum_feed_digest=P13|governance|author=M2|target=none|tone=+0.25|I just mined another block! Let's ride this wave || P12|governance|author=M9|target=none|tone=+0.25|Just secured another block! Let's keep the momen || P10|governance|author=M5|target=none|tone=+0.15|Great job, team! Let's keep this momentum going  || P11|governance|author=M7|target=none|tone=+0.25|We have a fantastic opportunity to strengthen ou || P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=2848 action=publish_if_win content=Excited to continue fostering collaborat...]"
M9,social_selfish,0.13185094,2,2,0,0.00000000,0.28571429,0.40000000,2.16694916,3.03372883,hold:1;publish_if_win:1,publish_if_win,publish_if_win,I have mined a block and my private lead is non-existent. A swift publish protects me from rival miners potentially catching up while maximizing my reward share.,"step=12737;miner_id=M9;is_selfish=true;event_kind=on_block_mined;trigger_block_id=;hash_power=0.13185;local_public_height=2;private_lead=0;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:2,M11:2,M2:2,M3:2,M4:2,M5:2,M6:2,M7:2,M8:2;persona=M9_retaliatory_counter;risk=0.76;aggression=0.79;patience=0.67;sociability=0.49;style=counter_punch;narrative_style=sharp;forum_global_sentiment=+0.194;forum_personal_sentiment=+0.149;forum_hot_board=governance;forum_feed_digest=P10|governance|author=M5|target=none|tone=+0.15|Great job, team! Let's keep this momentum going  || P11|governance|author=M7|target=none|tone=+0.25|We have a fantastic opportunity to strengthen ou || P0|governance|author=M7|target=none|tone=+0.12|Let's work together for a more cooperative minin || P9|governance|author=M2|target=none|tone=+0.20|Just scored another block! Let's keep pushing fo || P8|governance|author=M1|target=none|tone=+0.30|Let's capitalize on our recent momentum and push;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3026 action=hold content=We need to be cautious of overly coopera...]"
