miner_id,strategy,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio,top_actions,last_raw_action,last_effective_action,last_reason,last_prompt
M0,social_selfish,0.07521868,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_if_win,publish_if_win,"I have a high aggression level and a decent hash power, allowing me to leverage my position for immediate rewards instead of risking withholding.","step=2880;miner_id=M0;is_selfish=true;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.07522;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M1:0,M10:1,M11:0,M2:0,M3:0,M4:0,M5:0,M6:0,M7:1,M8:1,M9:0;persona=M0_aggressive_alpha;risk=0.93;aggression=0.92;patience=0.51;sociability=0.43;style=high_beta_breakout;narrative_style=provocative;forum_global_sentiment=+0.120;forum_personal_sentiment=+0.120;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M8|target=none|tone=+0.12|Let's work together to strengthen the network; c;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M1,social_selfish,0.09307524,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_if_win,publish_if_win,Current event presents an opportunity to capitalize on private lead and strengthen position without risk of significant rival interference.,"step=3304;miner_id=M1;is_selfish=true;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.09308;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M10:1,M11:1,M2:0,M3:1,M4:1,M5:1,M6:1,M7:1,M8:1,M9:1;persona=M1_aggressive_raider;risk=0.90;aggression=0.88;patience=0.56;sociability=0.41;style=momentum_breakout;narrative_style=combative;forum_global_sentiment=+0.703;forum_personal_sentiment=+0.703;forum_hot_board=governance;forum_feed_digest=P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati || P5|governance|author=M4|target=none|tone=+0.80|The collaboration and progress among miners is i || P2|governance|author=M6|target=none|tone=+0.80|Excited about our collaboration and progress! Le || P4|governance|author=M9|target=none|tone=+0.80|Great to see the excitement and collaboration am || P3|governance|author=M11|target=none|tone=+0.80|Excited to see our continued progress! Let's kee;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M2,social_selfish,0.15367161,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_private:1,publish_private,publish_private,"Currently, I hold a fragile lead and no rival pressures, making this a low-risk opportunity to secure my reward.","step=3373;miner_id=M2;is_selfish=true;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.15367;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M3:1,M4:1,M5:1,M6:1,M7:1,M8:1,M9:1;persona=M2_aggressive_hunter;risk=0.88;aggression=0.90;patience=0.49;sociability=0.46;style=event_hunting;narrative_style=provocative;forum_global_sentiment=+0.721;forum_personal_sentiment=+0.721;forum_hot_board=governance;forum_feed_digest=P7|governance|author=M1|target=none|tone=+0.85|Proud to be part of a thriving mining community! || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati || P5|governance|author=M4|target=none|tone=+0.80|The collaboration and progress among miners is i || P3|governance|author=M11|target=none|tone=+0.80|Excited to see our continued progress! Let's kee || P4|governance|author=M9|target=none|tone=+0.80|Great to see the excitement and collaboration am;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M3,honest,0.07742521,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,hold:1,hold,hold,"Current network conditions show a low rivalry pressure and no private lead, indicating a stable moment for conserving resources without risking reputation.","step=3002;miner_id=M3;is_selfish=false;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.07743;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:0,M2:0,M4:0,M5:0,M6:1,M7:1,M8:1,M9:0;persona=M3_conservative_anchor;risk=0.26;aggression=0.22;patience=0.89;sociability=0.57;style=cashflow_stability;narrative_style=calm_data_driven;forum_global_sentiment=+0.573;forum_personal_sentiment=+0.573;forum_hot_board=governance;forum_feed_digest=P0|governance|author=M8|target=none|tone=+0.12|Let's work together to strengthen the network; c || P2|governance|author=M6|target=none|tone=+0.80|Excited about our collaboration and progress! Le || P1|governance|author=M0|target=none|tone=+0.80|Excited to see such strong collaboration among m;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M4,honest,0.08444048,1,0,1,1.00000000,0.20000000,0.00000000,2.36853218,0.00000000,publish_if_win:2,publish_if_win,publish_if_win,"With no private lead and a safe mining environment, timely publishing enhances expected reward while maintaining a positive reputation.","step=19932;miner_id=M4;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.08444;local_public_height=3;private_lead=0;rivalry_pressure=0.0000;heads=M0:3,M1:3,M10:3,M11:3,M2:3,M3:3,M5:3,M6:3,M7:3,M8:3,M9:3;persona=M4_conservative_guard;risk=0.29;aggression=0.25;patience=0.86;sociability=0.60;style=risk_control;narrative_style=measured;forum_global_sentiment=+0.764;forum_personal_sentiment=+0.831;forum_hot_board=governance;forum_feed_digest=P10|governance|author=M8|target=none|tone=+0.85|Let’s celebrate our collective achievements and  || P11|governance|author=M9|target=none|tone=+0.85|Let’s continue to build on our successes and dri || P9|governance|author=M9|target=none|tone=+0.80|Building a stronger network is a collective jour || P8|governance|author=M2|target=none|tone=+0.90|Excited to expand our network and secure our pos || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3171 action=publish_if_win content=The collaboration and progress among min...]"
M5,honest,0.09766646,1,1,0,0.00000000,0.20000000,0.33333333,2.04778595,3.41297658,publish_if_win:2,publish_if_win,publish_if_win,"Given the lack of rivalry pressure and the established private lead, publishing wins now can help solidify my position and contribute to the overall network value.","step=9319;miner_id=M5;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.09767;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M6:1,M7:1,M8:1,M9:1;persona=M5_conservative_longterm;risk=0.31;aggression=0.24;patience=0.84;sociability=0.62;style=long_horizon_value;narrative_style=measured;forum_global_sentiment=+0.741;forum_personal_sentiment=+0.819;forum_hot_board=governance;forum_feed_digest=P8|governance|author=M2|target=none|tone=+0.90|Excited to expand our network and secure our pos || P7|governance|author=M1|target=none|tone=+0.85|Proud to be part of a thriving mining community! || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati || P5|governance|author=M4|target=none|tone=+0.80|The collaboration and progress among miners is i || P4|governance|author=M9|target=none|tone=+0.80|Great to see the excitement and collaboration am;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3194 action=publish_private content=Thrilled to continue this journey of col...]"
M6,honest,0.03070410,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,publish_if_win,publish_if_win,Block received and private lead is zero; publishing helps build reputation and secure potential rewards.,"step=2947;miner_id=M6;is_selfish=false;event_kind=on_block_received;trigger_block_id=B1;hash_power=0.03070;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:0,M2:0,M3:0,M4:0,M5:0,M7:1,M8:1,M9:0;persona=M6_reputation_builder;risk=0.44;aggression=0.30;patience=0.73;sociability=0.86;style=brand_reputation;narrative_style=community_first;forum_global_sentiment=+0.460;forum_personal_sentiment=+0.460;forum_hot_board=governance;forum_feed_digest=P1|governance|author=M0|target=none|tone=+0.80|Excited to see such strong collaboration among m || P0|governance|author=M8|target=none|tone=+0.12|Let's work together to strengthen the network; c;own_reputation=+0.000;reputation_risk=normal;recent_memory=[none]"
M7,honest,0.08511678,1,1,0,0.00000000,0.20000000,0.33333333,2.34971303,3.91618838,publish_if_win:2,publish_if_win,publish_if_win,"The current local public height is low, and my private lead is non-existent, which makes it reasonable to publish if I win to maximize potential rewards and maintain credibility.","step=9508;miner_id=M7;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.08512;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M5:2,M6:1,M8:1,M9:1;persona=M7_reputation_pragmatic;risk=0.41;aggression=0.33;patience=0.77;sociability=0.83;style=governance_alignment;narrative_style=diplomatic;forum_global_sentiment=+0.741;forum_personal_sentiment=+0.734;forum_hot_board=governance;forum_feed_digest=P8|governance|author=M2|target=none|tone=+0.90|Excited to expand our network and secure our pos || P7|governance|author=M1|target=none|tone=+0.85|Proud to be part of a thriving mining community! || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati || P5|governance|author=M4|target=none|tone=+0.80|The collaboration and progress among miners is i || P3|governance|author=M11|target=none|tone=+0.80|Excited to see our continued progress! Let's kee;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=2566 action=publish_if_win content=none]"
M8,honest,0.10473273,1,1,0,0.00000000,0.20000000,0.33333333,1.90962279,3.18270465,publish_if_win:2,publish_if_win,publish_if_win,"Publishing will contribute positively to community reputation and network growth, aligning with persona values.","step=13924;miner_id=M8;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.10473;local_public_height=2;private_lead=0;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:2,M11:2,M2:2,M3:2,M4:2,M5:2,M6:2,M7:2,M9:2;persona=M8_reputation_growth;risk=0.46;aggression=0.35;patience=0.70;sociability=0.88;style=network_effect_growth;narrative_style=community_first;forum_global_sentiment=+0.747;forum_personal_sentiment=+0.819;forum_hot_board=governance;forum_feed_digest=P9|governance|author=M9|target=none|tone=+0.80|Building a stronger network is a collective jour || P8|governance|author=M2|target=none|tone=+0.90|Excited to expand our network and secure our pos || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati || P7|governance|author=M1|target=none|tone=+0.85|Proud to be part of a thriving mining community! || P5|governance|author=M4|target=none|tone=+0.80|The collaboration and progress among miners is i;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=2848 action=publish_private content=Let's work together to strengthen the ne...]"
M9,social_selfish,0.13185094,1,0,1,1.00000000,0.20000000,0.00000000,1.51686441,0.00000000,publish_private:2;publish_if_win:1,publish_private,publish_private,"I have a fragile private lead and positive expected advantage, which justifies timely publication to protect my payoff.","step=14102;miner_id=M9;is_selfish=true;event_kind=on_block_received;trigger_block_id=B4;hash_power=0.13185;local_public_height=2;private_lead=1;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:2,M11:2,M2:2,M3:2,M4:2,M5:2,M6:2,M7:2,M8:3;persona=M9_retaliatory_counter;risk=0.76;aggression=0.79;patience=0.67;sociability=0.49;style=counter_punch;narrative_style=sharp;forum_global_sentiment=+0.756;forum_personal_sentiment=+0.825;forum_hot_board=governance;forum_feed_digest=P10|governance|author=M8|target=none|tone=+0.85|Let’s celebrate our collective achievements and  || P9|governance|author=M9|target=none|tone=+0.80|Building a stronger network is a collective jour || P8|governance|author=M2|target=none|tone=+0.90|Excited to expand our network and secure our pos || P7|governance|author=M1|target=none|tone=+0.85|Proud to be part of a thriving mining community! || P6|governance|author=M5|target=none|tone=+0.80|Thrilled to continue this journey of collaborati;own_reputation=+0.000;reputation_risk=normal;recent_memory=[t=3026 action=publish_if_win content=Great to see the excitement and collabor... | t=12737 action=publish_private content=Building a stronger network is a collect...]"
