miner_id,strategy,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio,top_actions,last_raw_action,last_effective_action,last_reason,last_prompt
M0,social_selfish,0.07521868,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,jam_target:1,jam_target,jam_target,To slow down M8's block propagation and protect my mining position.,"step=857;miner_id=M0;is_selfish=true;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.07522;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M1:0,M10:0,M11:0,M2:0,M3:1,M4:0,M5:0,M6:1,M7:0,M8:1,M9:0;persona=M0_aggressive_alpha;risk=0.93;aggression=0.92;patience=0.51;sociability=0.43;style=high_beta_breakout;narrative_style=provocative;forum_global_sentiment=+0.500;forum_personal_sentiment=+0.500;forum_hot_board=mining;forum_feed_digest=P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P1|mining|author=M8|target=M6|tone=+0.50|Exciting times in mining! Let's keep pushing the;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[none]"
M1,social_selfish,0.09307524,2,0,2,1.00000000,0.20000000,0.00000000,2.14879910,0.00000000,jam_target:3,jam_target,jam_target,M8's recent performance raises concerns; slowing them down could protect my private lead.,"step=4679;miner_id=M1;is_selfish=true;event_kind=on_block_received;trigger_block_id=B4;hash_power=0.09308;local_public_height=2;private_lead=1;rivalry_pressure=0.0000;heads=M0:2,M10:1,M11:1,M2:1,M3:2,M4:2,M5:2,M6:2,M7:2,M8:2,M9:1;persona=M1_aggressive_raider;risk=0.90;aggression=0.88;patience=0.56;sociability=0.41;style=momentum_breakout;narrative_style=combative;forum_global_sentiment=-0.170;forum_personal_sentiment=-0.297;forum_hot_board=mining;forum_feed_digest=P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P13|mining|author=M6|target=M8|tone=-0.50|M8's recent performance raises serious concerns; || P11|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P10|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is alarming; we need to ;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[t=1078 action=jam_target content=M8's recent performance raises serious c... | t=4005 action=jam_target content=M8's recent performance is alarming; we ...]"
M2,social_selfish,0.15367161,2,0,2,1.00000000,0.20000000,0.00000000,1.30147655,0.00000000,jam_target:3,jam_target,jam_target,"M8's recent performance is concerning, and I want to slow down their block propagation to protect my position.","step=8042;miner_id=M2;is_selfish=true;event_kind=on_block_received;trigger_block_id=B6;hash_power=0.15367;local_public_height=3;private_lead=1;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:2,M11:2,M3:3,M4:3,M5:3,M6:3,M7:3,M8:3,M9:3;persona=M2_aggressive_hunter;risk=0.88;aggression=0.90;patience=0.49;sociability=0.46;style=event_hunting;narrative_style=provocative;forum_global_sentiment=-0.243;forum_personal_sentiment=-0.297;forum_hot_board=mining;forum_feed_digest=P17|mining|author=M7|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P16|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is concerning; we should || P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P15|mining|author=M9|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P14|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to ;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[t=1204 action=jam_target content=M8's recent performance is alarming; we ... | t=6871 action=jam_target content=M8's recent performance is concerning; w...]"
M3,honest,0.07742521,1,1,0,0.00000000,0.10000000,0.20000000,1.29156901,2.58313802,publish_if_win:2,jam_target,publish_if_win,M8's recent performance is concerning and poses a risk to the network's stability. Slowing down M8 will help protect my reward share.,"step=9886;miner_id=M3;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.07743;local_public_height=3;private_lead=0;rivalry_pressure=0.0000;heads=M0:3,M1:3,M10:3,M11:3,M2:3,M4:3,M5:3,M6:3,M7:3,M8:3,M9:3;persona=M3_conservative_anchor;risk=0.26;aggression=0.22;patience=0.89;sociability=0.57;style=cashflow_stability;narrative_style=calm_data_driven;forum_global_sentiment=-0.257;forum_personal_sentiment=-0.422;forum_hot_board=mining;forum_feed_digest=P17|mining|author=M7|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P18|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P16|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is concerning; we should || P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P15|mining|author=M9|target=M8|tone=-0.50|M8's recent performance is alarming; we need to ;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[t=817 action=jam_target content=Exciting times in mining! Let's keep pus...]"
M4,honest,0.08444048,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,jam_target,publish_if_win,"M8's recent performance is raising concerns, and by jamming, I can slow their block propagation to protect my position.","step=1058;miner_id=M4;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.08444;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:1,M2:0,M3:1,M5:1,M6:1,M7:0,M8:1,M9:1;persona=M4_conservative_guard;risk=0.29;aggression=0.25;patience=0.86;sociability=0.60;style=risk_control;narrative_style=measured;forum_global_sentiment=+0.071;forum_personal_sentiment=+0.071;forum_hot_board=mining;forum_feed_digest=P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P6|mining|author=M9|target=M8|tone=-0.50|M8's recent performance raises serious concerns  || P5|mining|author=M5|target=M8|tone=-0.50|M8's recent performance raises concerns about th || P4|mining|author=M11|target=M8|tone=-0.50|M8's recent performance raises concerns about th || P3|mining|author=M10|target=M6|tone=+0.50|Let's stay united and keep pushing for more bloc;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[none]"
M5,honest,0.09766646,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,jam_target,publish_if_win,M8 has shown strong performance and could threaten my position; slowing them down may protect my rewards.,"step=1031;miner_id=M5;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.09767;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M11:1,M2:0,M3:1,M4:0,M6:1,M7:0,M8:1,M9:0;persona=M5_conservative_longterm;risk=0.31;aggression=0.24;patience=0.84;sociability=0.62;style=long_horizon_value;narrative_style=measured;forum_global_sentiment=+0.300;forum_personal_sentiment=+0.300;forum_hot_board=mining;forum_feed_digest=P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P4|mining|author=M11|target=M8|tone=-0.50|M8's recent performance raises concerns about th || P3|mining|author=M10|target=M6|tone=+0.50|Let's stay united and keep pushing for more bloc || P2|mining|author=M0|target=M6|tone=+0.50|Let's keep the momentum going! Together, we can  || P1|mining|author=M8|target=M6|tone=+0.50|Exciting times in mining! Let's keep pushing the;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[none]"
M6,honest,0.03070410,1,1,0,0.00000000,0.10000000,0.20000000,3.25689418,6.51378836,hold:1;publish_if_win:1,jam_target,publish_if_win,"M8's performance is alarming, and they are gaining traction; slowing them down will help maintain my position.","step=4373;miner_id=M6;is_selfish=false;event_kind=on_block_received;trigger_block_id=B4;hash_power=0.03070;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M5:1,M7:1,M8:2,M9:1;persona=M6_reputation_builder;risk=0.44;aggression=0.30;patience=0.73;sociability=0.86;style=brand_reputation;narrative_style=community_first;forum_global_sentiment=-0.145;forum_personal_sentiment=-0.133;forum_hot_board=mining;forum_feed_digest=P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P11|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P10|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P9|mining|author=M1|target=M8|tone=-0.50|M8's recent performance raises serious concerns;;own_reputation=+1.500;reputation_risk=normal;jam_target=M8;recent_memory=[t=561 action=hold content=Exciting times in mining! Let's keep pus...]"
M7,honest,0.08511678,1,1,0,0.00000000,0.10000000,0.20000000,1.17485651,2.34971303,publish_if_win:2,jam_target,publish_if_win,"M8's recent performance is concerning, and jamming may protect my position while they are under scrutiny.","step=7507;miner_id=M7;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.08512;local_public_height=2;private_lead=0;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:2,M11:2,M2:2,M3:2,M4:2,M5:2,M6:2,M8:2,M9:2;persona=M7_reputation_pragmatic;risk=0.41;aggression=0.33;patience=0.77;sociability=0.83;style=governance_alignment;narrative_style=diplomatic;forum_global_sentiment=-0.228;forum_personal_sentiment=-0.297;forum_hot_board=mining;forum_feed_digest=P16|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is concerning; we should || P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P15|mining|author=M9|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P14|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P13|mining|author=M6|target=M8|tone=-0.50|M8's recent performance raises serious concerns;;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[t=1072 action=jam_target content=M8's recent performance raises serious c...]"
M8,honest,0.10473273,2,2,0,0.00000000,0.20000000,0.40000000,1.90962279,3.81924558,publish_if_win:2,jam_target,publish_if_win,M5 is gaining traction and their performance is concerning. Slowing them down can help protect my position.,"step=4184;miner_id=M8;is_selfish=false;event_kind=on_block_mined;trigger_block_id=;hash_power=0.10473;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:1,M10:1,M11:1,M2:1,M3:1,M4:1,M5:1,M6:1,M7:1,M9:1;persona=M8_reputation_growth;risk=0.46;aggression=0.35;patience=0.70;sociability=0.88;style=network_effect_growth;narrative_style=community_first;forum_global_sentiment=-0.167;forum_personal_sentiment=-0.375;forum_hot_board=mining;forum_feed_digest=P11|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P10|mining|author=M2|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P8|mining|author=M7|target=M8|tone=-0.50|M8's recent performance raises serious concerns; || P9|mining|author=M1|target=M8|tone=-0.50|M8's recent performance raises serious concerns;;own_reputation=-3.500;reputation_risk=normal;jam_target=M5;recent_memory=[t=752 action=jam_target content=Exciting times in mining! Let's keep pus...]"
M9,social_selfish,0.13185094,1,0,1,1.00000000,0.10000000,0.00000000,0.75843221,0.00000000,jam_target:3,jam_target,jam_target,"M8's recent performance has raised concerns, and slowing down their block propagation could solidify my position.","step=4713;miner_id=M9;is_selfish=true;event_kind=on_block_received;trigger_block_id=B4;hash_power=0.13185;local_public_height=2;private_lead=0;rivalry_pressure=0.0000;heads=M0:2,M1:2,M10:1,M11:1,M2:1,M3:2,M4:2,M5:2,M6:2,M7:2,M8:2;persona=M9_retaliatory_counter;risk=0.76;aggression=0.79;patience=0.67;sociability=0.49;style=counter_punch;narrative_style=sharp;forum_global_sentiment=-0.192;forum_personal_sentiment=-0.297;forum_hot_board=mining;forum_feed_digest=P12|governance|author=M8|target=M5|tone=+0.12|Let's collaborate to improve the network's healt || P14|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P13|mining|author=M6|target=M8|tone=-0.50|M8's recent performance raises serious concerns; || P11|mining|author=M1|target=M8|tone=-0.50|M8's recent performance is alarming; we need to  || P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[t=438 action=jam_target content=none | t=1045 action=jam_target content=M8's recent performance raises serious c...]"
M10,honest,0.01565022,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,jam_target,publish_if_win,To slow down M8's block propagation and maintain my competitive edge.,"step=955;miner_id=M10;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.01565;local_public_height=0;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M11:0,M2:0,M3:1,M4:0,M5:0,M6:1,M7:0,M8:1,M9:0;persona=M10_retaliatory_shield;risk=0.54;aggression=0.58;patience=0.72;sociability=0.52;style=defensive_rotation;narrative_style=firm;forum_global_sentiment=+0.500;forum_personal_sentiment=+0.500;forum_hot_board=mining;forum_feed_digest=P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P2|mining|author=M0|target=M6|tone=+0.50|Let's keep the momentum going! Together, we can  || P1|mining|author=M8|target=M6|tone=+0.50|Exciting times in mining! Let's keep pushing the;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[none]"
M11,honest,0.05044755,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,publish_if_win:1,jam_target,publish_if_win,To slow down M8's block propagation as a form of competitive strategy.,"step=1003;miner_id=M11;is_selfish=false;event_kind=on_block_received;trigger_block_id=B2;hash_power=0.05045;local_public_height=1;private_lead=0;rivalry_pressure=0.0000;heads=M0:1,M1:0,M10:1,M2:0,M3:1,M4:0,M5:0,M6:1,M7:0,M8:1,M9:0;persona=M11_retaliatory_watchdog;risk=0.50;aggression=0.55;patience=0.74;sociability=0.50;style=threat_response;narrative_style=critical;forum_global_sentiment=+0.500;forum_personal_sentiment=+0.500;forum_hot_board=mining;forum_feed_digest=P0|mining|author=M6|target=M8|tone=+0.50|Exciting times in mining! Let's keep pushing the || P3|mining|author=M10|target=M6|tone=+0.50|Let's stay united and keep pushing for more bloc || P2|mining|author=M0|target=M6|tone=+0.50|Let's keep the momentum going! Together, we can  || P1|mining|author=M8|target=M6|tone=+0.50|Exciting times in mining! Let's keep pushing the;own_reputation=+0.000;reputation_risk=normal;jam_target=M8;recent_memory=[none]"
