miner_id,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio
M0,0.0416315693611487,1,1,0,0.0,0.011111111111111112,0.011235955056179775,0.26689147878917563,0.2698902594497281
M1,0.05151471311370856,4,3,1,0.25,0.044444444444444446,0.033707865168539325,0.862752440188148,0.6543347158730335
M2,0.08505321855192231,7,7,0,0.0,0.07777777777777778,0.07865168539325842,0.9144601356890085,0.9247349686742783
M3,0.04285282798697866,7,7,0,0.0,0.07777777777777778,0.07865168539325842,1.8149975493195332,1.8353907802107639
M4,0.04673559850331988,6,6,0,0.0,0.06666666666666667,0.06741573033707865,1.4264643826467949,1.4424920723394554
M5,0.054055830008727816,4,4,0,0.0,0.044444444444444446,0.0449438202247191,0.8221952088658795,0.8314333572801028
M6,0.016993915515858982,3,3,0,0.0,0.03333333333333333,0.033707865168539325,1.9614863509369667,1.9835255234194042
M7,0.047109909914126134,0,0,0,0.0,0.0,0.0,0.0,0.0
M8,0.0579668244345744,4,4,0,0.0,0.044444444444444446,0.0449438202247191,0.7667220841915827,0.7753369390701398
M9,0.07297604724609787,10,10,0,0.0,0.1111111111111111,0.11235955056179775,1.522569600630875,1.5396771242334693
M10,0.008661990061477665,1,1,0,0.0,0.011111111111111112,0.011235955056179775,1.2827434610581447,1.2971563089352025
M11,0.02792140053902519,2,2,0,0.0,0.022222222222222223,0.02247191011235955,0.7958849410566874,0.8048274684842905
M12,0.008344224979483332,1,1,0,0.0,0.011111111111111112,0.011235955056179775,1.33159294463308,1.3465546631121033
M13,0.07450993823409066,5,5,0,0.0,0.05555555555555555,0.056179775280898875,0.7456126910347796,0.7539903617205637
M14,0.06381573185530524,6,6,0,0.0,0.06666666666666667,0.06741573033707865,1.044674482740801,1.0564123982772144
M15,0.0038541620966776077,1,1,0,0.0,0.011111111111111112,0.011235955056179775,2.882886301198694,2.915278282111039
M16,0.09038926097963168,7,7,0,0.0,0.07777777777777778,0.07865168539325842,0.8604758677615942,0.8701441359386908
M17,0.08878469455575252,8,8,0,0.0,0.08888888888888889,0.0898876404494382,1.001173561880882,1.0124227030256108
M18,0.0601791595142049,8,8,0,0.0,0.08888888888888889,0.0898876404494382,1.4770709595554796,1.4936672624718332
M19,0.056648982547887944,5,5,0,0.0,0.05555555555555555,0.056179775280898875,0.9806982059844046,0.9917172869505215
