miner_id,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio
M0,0.032696268175056435,3,3,0,0.0,0.04225352112676056,0.04225352112676056,1.2923040911132249,1.2923040911132249
M1,0.04045821238002058,1,1,0,0.0,0.014084507042253521,0.014084507042253521,0.34812479874194474,0.34812479874194474
M2,0.06679841489522474,5,5,0,0.0,0.07042253521126761,0.07042253521126761,1.0542545855575676,1.0542545855575676
M3,0.03365541048350137,4,4,0,0.0,0.056338028169014086,0.056338028169014086,1.6739664547140864,1.6739664547140864
M4,0.03670482966256716,4,4,0,0.0,0.056338028169014086,0.056338028169014086,1.5348941457278993,1.5348941457278993
M5,0.04245393439431612,3,3,0,0.0,0.04225352112676056,0.04225352112676056,0.9952792769288683,0.9952792769288683
M6,0.013346545123742283,0,0,0,0.0,0.0,0.0,0.0,0.0
M7,0.03699880335744608,1,1,0,0.0,0.014084507042253521,0.014084507042253521,0.38067466415556345,0.38067466415556345
M8,0.045525519841151704,2,2,0,0.0,0.028169014084507043,0.028169014084507043,0.61875216763685,0.61875216763685
M9,0.057313342920497785,2,2,0,0.0,0.028169014084507043,0.028169014084507043,0.4914913813975516,0.4914913813975516
M10,0.006802884309330126,0,0,0,0.0,0.0,0.0,0.0,0.0
M11,0.021928685703092688,1,1,0,0.0,0.014084507042253521,0.014084507042253521,0.6422868763296256,0.6422868763296256
M12,0.006553320516828675,0,0,0,0.0,0.0,0.0,0.0,0.0
M13,0.05851801792709309,8,8,0,0.0,0.11267605633802817,0.11267605633802817,1.9254933835662367,1.9254933835662367
M14,0.05011908785921829,5,5,0,0.0,0.07042253521126761,0.07042253521126761,1.405104087470238,1.405104087470238
M15,0.0030269509277906256,0,0,0,0.0,0.0,0.0,0.0,0.0
M16,0.07098919311682793,7,7,0,0.0,0.09859154929577464,0.09859154929577464,1.3888247628553987,1.3888247628553987
M17,0.06972901160301731,3,3,0,0.0,0.04225352112676056,0.04225352112676056,0.6059675901806727,0.6059675901806727
M18,0.047263025829196156,3,3,0,0.0,0.04225352112676056,0.04225352112676056,0.8940079562290523,0.8940079562290523
M19,0.04449052374562537,2,2,0,0.0,0.028169014084507043,0.028169014084507043,0.6331463806891422,0.6331463806891422
M20,0.011383072313366252,0,0,0,0.0,0.0,0.0,0.0,0.0
M21,0.0010841960347730765,0,0,0,0.0,0.0,0.0,0.0,0.0
M22,0.03818938199869566,2,2,0,0.0,0.028169014084507043,0.028169014084507043,0.7376137714265484,0.7376137714265484
M23,0.0043041266777314935,0,0,0,0.0,0.0,0.0,0.0,0.0
M24,0.013747527538106824,0,0,0,0.0,0.0,0.0,0.0,0.0
M25,0.017486717948466055,1,1,0,0.0,0.014084507042253521,0.014084507042253521,0.8054402823766608,0.8054402823766608
M26,0.00217425477580167,1,1,0,0.0,0.014084507042253521,0.014084507042253521,6.477854940923573,6.477854940923573
M27,0.03353141281942929,1,1,0,0.0,0.014084507042253521,0.014084507042253521,0.420039176938362,0.420039176938362
M28,0.031839908364360896,4,4,0,0.0,0.056338028169014086,0.056338028169014086,1.7694155248284091,1.7694155248284091
M29,0.06088741875772426,8,8,0,0.0,0.11267605633802817,0.11267605633802817,1.8505638543551157,1.8505638543551157
