miner_id,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio
M0,0.022138223572298648,4,4,0,0.0,0.057971014492753624,0.06060606060606061,2.6185937775645294,2.737620767453826
M1,0.02739373638021889,2,2,0,0.0,0.028985507246376812,0.030303030303030304,1.0581071104746174,1.1062028882234636
M2,0.04522834946508683,3,3,0,0.0,0.043478260869565216,0.045454545454545456,0.9613054949778223,1.005001199294996
M3,0.022787646520150643,2,2,0,0.0,0.028985507246376812,0.030303030303030304,1.2719833625971655,1.329800788169764
M4,0.024852369111437546,0,0,0,0.0,0.0,0.0,0.0,0.0
M5,0.028745014143909932,4,4,0,0.0,0.057971014492753624,0.06060606060606061,2.016732856784336,2.108402532092715
M6,0.009036774419797191,2,2,0,0.0,0.028985507246376812,0.030303030303030304,3.2075058975553494,3.353301620171502
M7,0.025051414927515392,0,0,0,0.0,0.0,0.0,0.0,0.0
M8,0.030824745230631966,2,2,0,0.0,0.028985507246376812,0.030303030303030304,0.9403324189545152,0.9830748016342659
M9,0.03880612895809813,2,2,0,0.0,0.028985507246376812,0.030303030303030304,0.7469311684676053,0.7808825852161329
M10,0.004606145660724869,1,0,1,1.0,0.014492753623188406,0.0,3.146394988496235,0.0
M11,0.014847631666787212,2,2,0,0.0,0.028985507246376812,0.030303030303030304,1.9521973535493022,2.0409335968924522
M12,0.004437169219610321,0,0,0,0.0,0.0,0.0,0.0,0.0
M13,0.03962179894481279,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.0973318230735534,1.1472105423041696
M14,0.033934991183902544,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.281222105936177,1.3394594743878214
M15,0.0020495096266958004,0,0,0,0.0,0.0,0.0,0.0,0.0
M16,0.048065871616393065,4,4,0,0.0,0.057971014492753624,0.06060606060606061,1.2060743422154518,1.2608959032252451
M17,0.047212618885988177,4,4,0,0.0,0.057971014492753624,0.06060606060606061,1.227871189114619,1.2836835158925564
M18,0.03200118823677541,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.3586452024178428,1.4204018025277447
M19,0.03012396265702015,2,2,0,0.0,0.028985507246376812,0.030303030303030304,0.9622076476589301,1.005944358916154
M20,0.007707332178208436,1,1,0,0.0,0.014492753623188406,0.015151515151515152,1.8803852342273428,1.9658572903285858
M21,0.000734095221066146,0,0,0,0.0,0.0,0.0,0.0,0.0
M22,0.0258575404461608,1,1,0,0.0,0.014492753623188406,0.015151515151515152,0.5604846158266463,0.5859611892733121
M23,0.0029142689362881805,0,0,0,0.0,0.0,0.0,0.0,0.0
M24,0.009308274466537526,1,1,0,0.0,0.014492753623188406,0.015151515151515152,1.5569753207523749,1.6277469262411193
M25,0.01184003230632301,2,1,1,0.5,0.028985507246376812,0.015151515151515152,2.448093594381283,1.2796852879720344
M26,0.0014721600052985972,0,0,0,0.0,0.0,0.0,0.0,0.0
M27,0.022703689293137055,0,0,0,0.0,0.0,0.0,0.0,0.0
M28,0.021558393334608947,0,0,0,0.0,0.0,0.0,0.0,0.0
M29,0.04122608983942075,0,0,0,0.0,0.0,0.0,0.0,0.0
M30,0.025404520662469142,2,2,0,0.0,0.028985507246376812,0.030303030303030304,1.1409586361217186,1.1928203923090694
M31,0.0313341327463334,1,1,0,0.0,0.014492753623188406,0.015151515151515152,0.46252288967162475,0.4835466573839713
M32,0.02445753724531729,1,1,0,0.0,0.014492753623188406,0.015151515151515152,0.5925679874396688,0.6195028959596537
M33,0.032418476318327345,2,1,1,0.5,0.028985507246376812,0.015151515151515152,0.8941045520387474,0.4673728340202543
M34,0.022380479149847633,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.9426867753124588,2.0309907196448433
M35,0.013612534904596048,2,2,0,0.0,0.028985507246376812,0.030303030303030304,2.129324732646991,2.2261122204945814
M36,0.04882257794982856,1,1,0,0.0,0.014492753623188406,0.015151515151515152,0.29684531689583377,0.3103382858456444
M37,0.04872643779108284,3,3,0,0.0,0.043478260869565216,0.045454545454545456,0.8922930310641738,0.9328518052034545
M38,0.04111786118377478,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.0574057019950702,1.1054695975403006
M39,0.03463827559351793,3,3,0,0.0,0.043478260869565216,0.045454545454545456,1.2552085842778375,1.3122635199268302
