miner_id,hash_power,mined_blocks,canonical_blocks,orphan_blocks,orphan_ratio,mined_share,canonical_share,mined_vs_hp_ratio,canonical_vs_hp_ratio
M0,0.032696268175056435,21,19,2,0.09523809523809523,0.021,0.01964839710444674,0.6422751332832728,0.600936993764819
M1,0.04045821238002058,41,39,2,0.04878048780487805,0.041,0.04033092037228542,1.0133912891378012,0.9968537411752275
M2,0.06679841489522474,69,69,0,0.0,0.069,0.07135470527404343,1.0329586429293047,1.0682095583550204
M3,0.03365541048350137,34,33,1,0.029411764705882353,0.034,0.03412616339193381,1.0102387554199512,1.0139874362448564
M4,0.03670482966256716,41,40,1,0.024390243902439025,0.041,0.04136504653567735,1.1170192145534787,1.126964677835376
M5,0.04245393439431612,47,44,3,0.06382978723404255,0.047,0.045501551189245086,1.1070823157038778,1.0717864395469785
M6,0.013346545123742283,11,11,0,0.0,0.011,0.011375387797311272,0.8241833296942147,0.8523095446682675
M7,0.03699880335744608,43,42,1,0.023255813953488372,0.043,0.04343329886246122,1.1621997496669352,1.1739109084921306
M8,0.045525519841151704,38,38,0,0.0,0.038,0.03929679420889348,0.8346966741421107,0.863181669226588
M9,0.057313342920497785,51,49,2,0.0392156862745098,0.051,0.050672182006204755,0.8898451460202672,0.8841253960093496
M10,0.006802884309330126,5,5,0,0.0,0.005,0.005170630816959669,0.7349823652215461,0.7600644935072866
M11,0.021928685703092688,19,19,0,0.0,0.019,0.01964839710444674,0.8664449961686649,0.8960134396780401
M12,0.006553320516828675,10,9,1,0.1,0.01,0.009307135470527405,1.525943981271843,1.4202167354132975
M13,0.05851801792709309,58,54,4,0.06896551724137931,0.058,0.055842812823164424,0.9911477191907204,0.9542840786702367
M14,0.05011908785921829,49,48,1,0.02040816326530612,0.049,0.04963805584281282,0.9776714240617916,0.9904022192551336
M15,0.0030269509277906256,2,2,0,0.0,0.002,0.002068252326783868,0.6607308964403338,0.6832791069703555
M16,0.07098919311682793,78,77,1,0.01282051282051282,0.078,0.0796277145811789,1.0987587909561711,1.1216878384592206
M17,0.06972901160301731,71,70,1,0.014084507042253521,0.071,0.07238883143743537,1.018227540700257,1.0381450958972571
M18,0.047263025829196156,42,39,3,0.07142857142857142,0.042,0.04033092037228542,0.888643908491678,0.8533292074451037
M19,0.04449052374562537,47,45,2,0.0425531914893617,0.047,0.04653567735263702,1.0564047361798339,1.0459682969502633
M20,0.011383072313366252,12,11,1,0.08333333333333333,0.012,0.011375387797311272,1.0541969399517332,0.9993249172241524
M21,0.0010841960347730765,0,0,0,0.0,0.0,0.0,0.0,0.0
M22,0.03818938199869566,38,38,0,0.0,0.038,0.03929679420889348,0.9950409776544137,1.0289979086395178
M23,0.0043041266777314935,4,4,0,0.0,0.004,0.004136504653567736,0.9293406768660014,0.961055508651501
M24,0.013747527538106824,21,19,2,0.09523809523809523,0.021,0.01964839710444674,1.5275474038360732,1.429231332687516
M25,0.017486717948466055,22,21,1,0.045454545454545456,0.022,0.02171664943123061,1.258097721072344,1.2418939617617386
M26,0.00217425477580167,1,1,0,0.0,0.001,0.001034126163391934,0.45992770080557366,0.4756232686717411
M27,0.03353141281942929,25,25,0,0.0,0.025,0.025853154084798345,0.7455695390655926,0.7710129669757938
M28,0.031839908364360896,33,29,4,0.12121212121212122,0.033,0.02998965873836608,1.0364351436682406,0.9418889776684835
M29,0.06088741875772426,67,67,0,0.0,0.067,0.06928645294725956,1.1003915318959108,1.1379436731084909
